FOKONTANY_;COMMUNE_NA
Antsongobe Nord;Antanimandry
Marosakoa;Antanimasaka
Beanamamy Sud;Antanimasaka
Anaborano;Antanimasaka
Ambohidrafy;Antanimasaka
Ankalapatana;Antanimasaka
Antanimasaka;Antanimasaka
Andrangikely;Antanimasaka
Angodongodona;Antanimasaka
Antanandava;Antanimbaribe
Bemonto;Antanimbaribe
Antanimbaribe;Antanimbaribe
Mahavelona;Antanimbaribe
Tsaramandroso;Antanimbaribe
Antsatrabe;Antanimbaribe
Antanimbary;Antanimbary
Antanimbaritsara G;Antanimbary
Jaomavo Nord;Antanimbary
Marosakoa Est;Antanimbary
Anatsakoa;Antanimena Onilahy
Antanimena Onilahy;Antanimena Onilahy
Ampihamy;Antanimena Onilahy
Belamaky;Antanimena Onilahy
Voaifotsy;Antanimena Onilahy
Befotaka;Antanimena Onilahy
Mahatsara;Antanimenabaka
Antanifotsy;Antanimenabaka
Mangabe;Antanimenabaka
Ambohitromby;Antanimenabaka
Antanimenabaka;Antanimenabaka
Ankisaka;Antanimenabaka
Andranotsara;Antanimenabaka
Vodivato;Antanimenabaka
Ankaiafo Atsimo;Antanimenabaka
Ambodilaitra;Antanimenabaka
Andranovorindregataka;Antanimieva
Mangotroka;Antanimieva
Beparasy;Antanimieva
Amborondolo;Antanimieva
Antanimieva;Antanimieva
Manombika;Antanimieva
Andranomena Nord;Antanimieva
Andranomena Sud;Antanimieva
Analatelo Sud;Antanimieva
Laparoy;Antanimora Atsimo
Analave Fotsy;Antanimora Atsimo
Amboasary Tehalomboro;Antanimora Atsimo
Somangy Ankileroa;Antanimora Atsimo
Andraketa;Antanimora Atsimo
Ankilimasy Tedo;Antanimora Atsimo
Ambinany I;Antanimora Atsimo
Ankilimilopaka;Antanimora Atsimo
Ankileroa Befeno;Antanimora Atsimo
Ambolokohy;Antanimora Atsimo
Ambararata Haut;Antanimora Atsimo
Horombe Antsakoamiary;Antanimora Atsimo
Bevinda;Antanimora Atsimo
Andranomena;Antanimora Atsimo
Antsakoamasy;Antanimora Atsimo
Vohitsova;Antanimora Atsimo
Ankaramanoy;Antanimora Atsimo
Ambararata Bas;Antanimora Atsimo
Ikonda Tsimiarihandry;Antanimora Atsimo
Ambingovingo;Antanimora Atsimo
Ankilifaly;Antanimora Atsimo
Andaboly;Antanimora Atsimo
Antanimora Atsimo;Antanimora Atsimo
Marolava Antsatra;Antanimora Atsimo
Soamiry Analave Mainty IIi;Antanimora Atsimo
Soity Bas;Antanimora Atsimo
Ikonda Ambatosoavolo;Antanimora Atsimo
Betoko Ambatosoavolo;Antanimora Atsimo
Analave Mainty I;Antanimora Atsimo
Analave Mainty II;Antanimora Atsimo
Andemby Analamaiky;Antanimora Atsimo
Sakaomby;Antanimora Atsimo
Andriamanarina Avaratra;Antanimora Atsimo
Androtsy;Antanimora Atsimo
Andriamanarina Imangory;Antanimora Atsimo
Manavy;Antanimora Atsimo
Andranogiso;Antanimora Atsimo
Andriamanarina Atsimo;Antanimora Atsimo
Ankiliabo;Antanimora Atsimo
Ambaro Loharoe;Antanimora Atsimo
Ambaro Antsagnira;Antanimora Atsimo
Beharena;Antaninarenina
Maroafo;Antaritarika
Ambonaivo;Antaritarika
Betsiporitse Bas;Antaritarika
Antaritarika Maromainty;Antaritarika
Antenimbe;Antenimbe
Ambahona;Antoetra
Ambatomalama;Antoetra
Fempina;Antoetra
Analamanana;Antoetra
Anosizato;Antoetra
Andranomatana;Antsohimbondrona
Mahavelona;Antsohimbondrona
Ambodikatakata Chevalley;Antsohimbondrona
Analasatrana;Antsohimbondrona
Andranomamy;Antsohimbondrona
Pilakibe;Antsohimbondrona
Sirama;Antsohimbondrona
Tsaratanana I;Antsohimbondrona
Ambararata;Antsondrodava
Filatsaha;Antsondrodava
Antsonjo;Antsondrodava
Ambodinonoka;Befody
Ambodilaingo;Beforona
Ankeniheny;Beforona
Ambinanisahavolo;Beforona
Marozevo;Beforona
Amboropotsy;Antaninarenina
Betamotamo;Antaninarenina
Antaninarenina;Antaninarenina
Fanjahira Nord;Antaninarenina
Amboatrotroka;Antaretra
Ambinanivatomena;Antaretra
Ambodiara I;Antaretra
Morafeno;Antaretra
Betampona;Antaretra
Andranomaitso;Antaretra
Antaretra;Antaretra
Ambodirotra;Antaretra
Andonabe;Antaretra
Ampasimbe;Antaretra
Ambodivandrika;Antaretra
Ambodivandrozana;Antaretra
Ambalatenina;Antaretra
Ambatomalama;Antaretra
Antaviranambo;Antaretra
Ambohitsara Sud;Antaretra
Antaretra;Antaretra
Ambohitse;Antaritarika
Antsakoamanga;Antaritarika
Ambavatany;Antaritarika
Afotsifaly Est;Antaritarika
Anjira;Antaritarika
Androvamare;Antaritarika
Andraketalahy;Antaritarika
Anakanimo;Antaritarika
Anakania;Antaritarika
Ankilimikaiky;Antaritarika
Tsianoha Ihodo;Antaritarika
Bemozotsy;Antaritarika
Fanarano;Antaritarika
Mokabe;Antaritarika
Ambaromanoy;Antaritarika
Afotsifaly Ouest;Antaritarika
Antaritarika Centrale;Antaritarika
Talaky Haut;Antaritarika
Talaky Bas;Antaritarika
Andranopoly;Antaritarika
Antaritarika II;Antaritarika
Andrabesambatra;Antenimbe
Ambatonilaifotsy;Antenimbe
Sahavalanina;Antenina
Antsimanitra;Antenina
Ambatomainty;Antenina
Sahateza;Antenina
Antevialabe;Antenina
Morafeno;Antenina
Sahajinja;Antenina
Mangebokeboka;Antenina
Antananambo;Antenina
Antanandava;Antenina
Kiaraby;Antenina
Antsiradava;Antenina
Antanambazaha;Antenina
Sahavazina;Antenina
Mitanonoka;Antenina
Fotsialanana;Antenina
Bongabe;Antenina
Manambato;Antenina
Ifasina;Antenina
Antenina;Antenina
Ambonivato;Antetezambaro
Sahantaha;Antetezambaro
Vohitrandiana;Antetezambaro
Ampasina;Antetezambaro
Ambodisatrana;Antetezambaro
Vohitsara;Antetezambaro
Tsarahonenana;Antetezambaro
Ambodiatafana;Antetezambaro
Antanetilava;Antetezambaro
Marotandrazana;Antetezambaro
Vohilava;Antetezambaro
Antetezambaro;Antetezambaro
Vohidrotra;Antetezambaro
Analamalotra;Antetezambaro
Ankeba Ouest;Anteza
Ampatsy;Anteza
Mahavelo;Anteza
Anteza;Anteza
Andranomangatsiaka;Anteza
Tsaratanana;Anteza
Sahasambo;Anteza
Ambodivakoka;Anteza
Lavakianja;Anteza
Ankerana;Anteza
Befotaka;Anteza
Vohilava II;Anteza
Ankeba Est;Anteza
Tsaravilona;Antindra
Betsirebika;Antindra
Ambohitsara;Antindra
Beafomena;Antindra
Beromba;Antindra
Mahasoa;Antindra
Bekambo;Antindra
Ambodimadiro;Antindra
Tanambao II;Antindra
Ankobalava;Antindra
Besahona;Antindra
Antanifotsy;Antindra
Ambalamanasy;Antindra
Antsahamatsavana;Antindra
Beroka;Antindra
Ambatosoa;Antindra
Antsahamagnara;Antindra
Antsavokabe;Antindra
Ambohipoana;Antindra
Antoby Est;Antoby Est
Sambaina;Antoby Est
Antoby Andrefana;Antoby Est
Andakana;Antoby Est
Anosiarivo;Antoby Est
Ambohimanana;Antoby Est
Soanierana;Antoby Est
Antodinga;Antodinga
Mamolifoly;Antodinga
Ambolomboro;Antodinga
Maromana;Antodinga
Ankazoharaka;Antodinga
Anivorano I;Antodinga
Vohitsoa;Antodinga
Ambatoharanana;Antodinga
Andasy;Antodinga
Behazavana;Antodinga
Mitremaka;Antodinga
Manolotrony;Antodinga
Tsarakianja;Antodinga
Sakaivo Atsimo;Antoetra
Soamandroso;Antoetra
Ankarenana;Antoetra
Antoetra;Antoetra
Faliarivo;Antoetra
Antetezandrotra;Antoetra
Vohitrandriana;Antoetra
Sakaivo Avaratra;Antoetra
Andraitokonana;Antoetra
Ambalavero;Antoetra
Anjorozoro;Antoetra
Ampanenjanandava;Antoetra
Fenoagnivo;Antohabato
Tongay;Antohabato
Tsitakabalala;Antohabato
Andranolava;Antohabato
Antohabato;Antohabato
Bekifonka;Antohabato
Betakilotse;Antohabato
Ankazoabokely;Antohabato
Andranomanintsy;Antohabato
Behelo;Antohabato
Antohobe;Antohobe
Masoandronarivo;Antohobe
Matielona;Antohobe
Ambohimatsinjo;Antohobe
Korosovola;Antohobe
Soavina II;Antohobe
Antemanara;Antokonala
Zafindramana;Antokonala
Andriamareo Fitakana;Antokonala
Sahalava;Antokonala
Bemandresy;Antokonala
Marolambo;Antombana
Andavenoko;Antombana
Andamboarivo;Antombana
Andongozabe;Antombana
Andrikiriky;Antombana
Ambarabaha;Antombana
Marovany;Antombana
Maromandia;Antombana
Lavatsiraka;Antombana
Antombana;Antombana
Fotsialanana;Antombana
Antanandava;Antombana
Ampatakamanitra;Antombana
Anivorano;Antondabe
Antongo;Antongo Vaovao
Bekoropoka;Antongo Vaovao
Antongomena Bevary;Antongomena Bevary
Kingany;Antongomena Bevary
Anjiamaloto;Antongomena Bevary
Boeni Aranta;Antongomena Bevary
Boeni Doany;Antongomena Bevary
Bemokotra;Antongomena Bevary
Mangatsiaka;Antongomena Bevary
Bevary;Antongomena Bevary
Ambato Mahavavy;Antongomena Bevary
Antsanifera;Antonibe
Komajara;Antonibe
Ampitily;Antonibe
Ambalatsingy;Antonibe
Ampasindavakely;Antonibe
Anjajavy;Antonibe
Ankinganomby;Antonibe
Antsamala;Antonibe
Ampasibe;Antonibe
Anjiajia;Antonibe
Tsaratanimbary;Antonibe
Anantaka;Antonibe
Ambodibonara;Antonibe
Ampondrabe;Antonibe
Angoaka Nord;Antonibe
Miadana;Antonibe
Antantiloky;Antonibe
Antonibe;Antonibe
Antsangabe;Antonibe
Tsaramandroso;Antonibe
Amboaboaka;Antonibe
Andovoka;Antonibe
Tsianifera;Antonibe
Fiakarantsoa;Antotohazo
Ankazo;Antotohazo
Ambohitrakanga;Antotohazo
Antoribe;Antotohazo
Antotohazo;Antotohazo
Ambohidraondriana;Antotohazo
Mangabe;Antranokarany
Marosely;Antranokarany
Ampamakia;Antranokarany
Ankotika;Antranokarany
Antanandava;Antsahabe
Ankobabe;Antsahabe
Bemarambonga;Antsahabe
Ankobandronina;Antsahabe
Betsipotika;Antsahabe
Ambatobe;Antsahabe
Ambodimanga II;Antsahabe
Andengondroy;Antsahabe
Antsahafilo;Antsahafilo
Mamory;Antsahafilo
Diankazo;Antsahafilo
Ampahimanga;Antsahafilo
Ankadinanahary;Antsahalalina
Ambohidanierana;Antsahalalina
Ambohijafy Avaratra;Antsahalalina
Antanetibe;Antsahalalina
Antsahalalina;Antsahalalina
Mahatsinjo;Antsahalava
Manohisoa;Antsahalava
Ibonga Mahasoa;Antsahalava
Tsarahonenana;Antsahalava
Anjavidy;Antsahalava
Ambohimalaza;Antsahalava
Ambatondratsira;Antsahalava
Ambatotokana;Antsahalava
Fenomanana;Antsahalava
Antsahalava;Antsahalava
Amboatavo;Antsahalava
Ampotaka;Antsahalava
Ambatoantrano;Antsahalava
Anosimihatsaranangodana;Antsahalava
Soafiraisana;Antsahalava
Anosiroa;Antsahalava
Ambohikambana;Antsahalava
Ambodiangezoka II;Antsahamena
Befontsy;Antsahamena
Betaindrafia;Antsahamena
Antsahamena;Antsahamena
Betsomanga;Antsahamena
Andranotsimaty;Antsahampano
Ambararatahely;Antsahampano
Anketrabe;Antsahampano
Antsahampano;Antsahampano
Antongombato;Antsahampano
Ampanisihana;Antsahanoro
Valambanina;Antsahanoro
Androranga;Antsahanoro
Marokosa;Antsahanoro
Malotrandro;Antsahanoro
Andilampotaka;Antsahavaribe
Mahadera;Antsahavaribe
Antsahabe;Antsahavaribe
Befamelona;Antsahavaribe
Ambatomasina;Antsahavaribe
Ambazoanabe;Antsakoamanondro
Antsakoamanondro;Antsakoamanondro
Ambodimangasoa;Antsakoamanondro
Andrahibo;Antsakoamanondro
Mahamanina;Antsakoamanondro
Andranokazany;Antsatramidola
Mahambolona;Antsatramidola
Antanabe;Antsatsaka
Ambodifinesy;Antsatsaka
Analavory;Antsatsaka
Ambodimantaly;Antsatsaka
Ambalabe Est;Antsohihy
Ambalabe Ouest;Antsohihy
Matsaborimalio;Antsohimbondrona
Antenina;Antsohimbondrona
Antsohimbondrona;Antsohimbondrona
Ambalapaka;Beandrarezona
Sandrakotahely;Beandrarezona
Anaboriana;Beandrarezona
Ambodirafia;Beandrarezona
Ambodisatrankely;Beandrarezona
Antanambola Cite;Befandriana Nord
Tsaramandroso;Befandriana Nord
Ambalanomby;Befandriana Nord
Manongarivo;Befandriana Nord
Tsararivotra I;Befandriana Nord
Niarovana;Befotaka
Manakana II;Befotaka
Mandemoka;Befotaka
Manambatana;Befotaka
Andravoanjo;Befotaka
Vohidava;Befotaka
Ampanataovana;Behenjy
Maharivo;Behisatsy
Tanandava;Behisatsy
Ampihamy;Behisatsy
Behisatsy;Behisatsy
Ambinanindrano;Antsahavaribe
Bemahogo;Antsahavaribe
Bevato;Antsahavaribe
Beanatsindra;Antsahavaribe
Antsambalahy;Antsahavaribe
Marovitsika;Antsahavaribe
Bemapaza;Antsahavaribe
Antsahavaribe;Antsahavaribe
Ambalamanasy;Antsahavaribe
Marojala;Antsahavaribe
Ambodimanga;Antsahavaribe
Bevanana;Antsahavaribe
Angodrogodro;Antsahavaribe
Amparihy;Antsahavaribe
Marohasina;Antsahavaribe
Ambavala;Antsahavaribe
Antanananivo;Antsahavaribe
Ambalamanga;Antsahavaribe
Ambahivahy;Antsaidoha Bebao
Ambanja;Antsaidoha Bebao
Betsako;Antsaidoha Bebao
Tsimirandra;Antsaidoha Bebao
Bekinoly;Antsaidoha Bebao
Antsaidoha Bebao;Antsaidoha Bebao
Ampoza;Antsaidoha Bebao
Bereketa;Antsaidoha Bebao
Ambalavelombe;Antsakanalabe
Ambodimandresy;Antsakanalabe
Ambarijeby;Antsakanalabe
Andohaniambala;Antsakanalabe
Maevalakana;Antsakanalabe
Antsanira;Antsakanalabe
Ambodisakoana;Antsakanalabe
Antsakanalabe;Antsakanalabe
Ankijanibe;Antsakanalabe
Analanambe;Antsakanalabe
Anengitra;Antsakanalabe
Mahalina;Antsakanalabe
Ankingabe;Antsakoamanondro
Madirofolo;Antsakoamanondro
Anjavimilay;Antsakoamanondro
Ankazokony;Antsakoamanondro
Ambatofitatra;Antsakoamanondro
Ambondro;Antsalova
Mahadengy;Antsalova
Tsiandro;Antsalova
Bevero;Antsalova
Antsalovabe;Antsalova
Ambalakazaha;Antsalova
Berano;Antsalova
Arindrano;Antsalova
Ankotrofotsy;Antsalova
Ambolatera;Antsalova
Ampamoty;Antsalova
Masama;Antsalova
Saririaka;Antsalova
Antsalova Centre;Antsalova
Antsalonjo;Antsamaka
Antsamaka;Antsamaka
Ankisaka Sud;Antsamaka
Ambalatsiraka;Antsamaka
Farafangahely;Antsamaka
Antsoriamena;Antsamaka
Ambodivohitra;Antsamaka
Ambodikakazo;Antsamaka
Andampy;Antsambaharo
Bemana;Antsambaharo
Ambatovelezina;Antsambaharo
Ambodimanga;Antsambaharo
Antsambaharo;Antsambaharo
Andasibe Lokoho;Antsambaharo
Antsahorana;Antsambaharo
Andranomena;Antsambalahy
Tsaratanana;Antsambalahy
Ambarabaha;Antsambalahy
Antsambalahy;Antsambalahy
Betavilona;Antsambalahy
Antsirabe Ankalampona;Antsambalahy
Ambinanin'ankalampona;Antsambalahy
Ankafotra Sud;Antsampandrano
Tanambe Mantsikena;Antsampandrano
Ambolotara;Antsampandrano
Antanimbaritsara;Antsampandrano
Ampitankely Lovasoa;Antsampandrano
Miarinarivo;Antsampandrano
Ambatotsipihina Est;Antsampandrano
Antseva;Antsampandrano
Antsampandrano;Antsampandrano
Ambatotsipihina Ouest;Antsampandrano
Ambohimahazo;Antsampandrano
Ankerana;Antsampandrano
Ankafotra Avaratra;Antsampandrano
Ambohimitsara;Antsampandrano
Ambatodidy Sud;Antsampandrano
Bemasoandro;Antsampandrano
Morarano Bilisy;Antsampandrano
Tsikalakalaina;Antsampandrano
Ikotomanory;Antsampandrano
Masindrano;Antsampandrano
Anivorano;Antsampandrano
Ankovotra;Antsampandrano
Anjoma;Antsampandrano
Masinandriana;Antsampandrano
Ambohimahazo;Antsampandrano
Ialasola;Antsampandrano
Trafonomby;Antsampandrano
Antsampandrano Nord;Antsampandrano
Anosifito;Antsampandrano
Beronono;Antsampandrano
Antoby;Antsampandrano
Ankafotra;Antsampandrano
Ampongavato;Antsampandrano
Bevahona;Antsampandrano
Ambatomainty;Antsampandrano
Antsampandrano;Antsampandrano
Vohimena;Antsampandrano
Antsahalava;Antsampanimahazo
Tsaratanana Lovasoa;Antsampanimahazo
Ambatolahifisaka;Antsampanimahazo
Avaratrakolahy;Antsampanimahazo
Est Bevoka;Antsampanimahazo
Morafeno Mamolahy;Antsampanimahazo
Mandravasarotra;Antsampanimahazo
Kelilalina;Antsampanimahazo
Ambatodidy;Antsampanimahazo
Ambohimpianarantsoa;Antsampanimahazo
Atsimondrano;Antsampanimahazo
Antsangasanga;Antsangasanga
Amparatsiraka;Antsangasanga
Tsarasokitra;Antsangasanga
Maritampona;Antsangasanga
Antsambalahy;Antsaravibe
Matsaborimanga;Antsaravibe
Antsatrabonko;Antsaravibe
Andrafiabe;Antsaravibe
Ambatoharanana;Antsaravibe
Andranofotsy;Antsaravibe
Ampanasina;Antsaravibe
Ankobahoba;Antsaravibe
Antsaravibe;Antsaravibe
Analasatrana;Antsaravibe
Andranomamy;Antsaravibe
Mahatsara;Antsaravibe
Antsatramidola;Antsatramidola
Antsitoly;Antsatramidola
Linta;Antsatramidola
Ampombihely;Antsatramidola
Ankosibe;Antsatramidola
Ambodimandresy;Antsatramidola
Ambalahidambo;Antsatramidola
Ambodisakoa;Antsatsaka
Antsatsaka;Antsatsaka
Antsavoa;Antsavoa
Morafeno Antsavoa;Antsavoa
Tsararano;Antsenavolo
Irondro;Antsenavolo
Sahafotahina;Antsenavolo
Ambohitsara;Antsenavolo
Madiolamba;Antsenavolo
Ambodiakatra;Antsenavolo
Antsenavolo;Antsenavolo
Ambodiara;Antsenavolo
Ambodibonary;Antsenavolo
Ambodimanga;Antsenavolo
Ambatofaritana;Antsenavolo
Morafeno;Antsenavolo
Ambodivoangy;Antsenavolo
Andranomavo II;Antsenavolo
Ankazotokana;Antsenavolo
Betampona;Antsenavolo
Soanierana;Antseranambe
Miarinarivo;Antseranambe
Iabomary;Antseranambe
Ankazobaka;Antseranambe
Manatondrondra;Antseranambe
Anambahy;Antseranambe
Antseranambe;Antseranambe
Belakoko;Antseza
Manisakomby;Antseza
Antongomenabe;Antseza
Antseza;Antseza
Marosakoa;Antseza
Tsaramandroso;Antseza
Ambararatabe;Antseza
Antanetibe;Antsiafabositra
Ambatolampy;Antsiafabositra
Marotaolana;Antsiafabositra
Marovotry;Antsiafabositra
Ampandrianakanga;Antsiafabositra
Tsaratanimbary;Antsiafabositra
Ambatofotsy;Antsiafabositra
Ampotaka Andrefana;Antsiafabositra
Marokoloy;Antsiafabositra
Begisa;Antsiafabositra
Ampisavankaratra;Antsiafabositra
Anosipotaka;Antsiafabositra
Tsinjorano;Antsiafabositra
Bekaratsaka;Antsiafabositra
Antsiafabositra;Antsiafabositra
Bemanevika;Antsiafabositra
Manolomanana;Antsiafabositra
Antsiatsiaka;Antsiatsiaka
Vohirandranina;Antsiatsiaka
Manakambahiny II;Antsiatsiaka
Ambodimanga II;Antsiatsiaka
Tanandava;Antsiatsiaka
Andranomiditra;Antsiatsiaka
Ambohangy;Antsiatsiaka
Tananambo;Antsiatsiaka
Ambakoana;Antsiatsiaka
Ambodihazinina;Antsiatsiaka
Ambodirotra;Antsiatsiaka
Vohimafaitra;Antsiatsiaka
Anjiabe;Antsiatsiaka
Ambohimazava;Antsiatsiaka
Antsiatsiaka;Antsiatsiaka
Ankarany;Antsiatsiaka
Mahatsinjo;Antsiatsiaka
Ampitomita;Antsindra
Anivorano;Antsindra
Kianjavato;Antsindra
Ambatovory;Antsindra
Antsindra;Antsindra
Befotaka;Antsindra
Ampitabe;Antsindra
Antsirabe;Antsirabe
Berahodaka;Antsirabe
Antsirakiaka;Antsirabe
Antanandava;Antsirabe
Antsakoabe;Antsirabe
Antsahalalina;Antsirabe
Antanambao Berondra;Antsirabe
Maevatanana;Antsirabe
Beanamalao;Antsirabe
Lavarojo;Antsirabe Nord
Antsirakiaka;Antsirabe Nord
Ambodipont;Antsirabe Nord
Antsirabe Nord II;Antsirabe Nord
Antsirabe Nord I;Antsirabe Nord
Antsahanonoka;Antsirabe Nord
Andampilava;Antsirabe Nord
Ankampila;Antsirabe Nord
Antafiambe;Antsirabe Nord
Antanandava;Antsirabe Nord
Manasamody;Antsirabe Nord
Antsikory;Antsirabe Nord
Andongona;Antsirabe Sahatany
Antaravato;Antsirabe Sahatany
Vinanibe;Antsirabe Sahatany
Sahatany;Antsirabe Sahatany
Antsirabe;Antsirabe Sahatany
Maromby;Antsirabe Sahatany
Antsoatany;Antsoatany
Ambalavao;Antsoatany
Antsampanimahazo;Antsoatany
Mandritsarakely;Antsoatany
Ambohimena;Antsoatany
Ambohibory;Antsoha
Ambinanitelo;Antsoha
Ambohimena Fango;Antsoha
Ambohimarina Fango;Antsoha
Ambinany Fango;Antsoha
Tsaralalana;Antsoha
Ambodiamontana I;Antsoha
Antsahameloka;Antsoha
Antsatrana;Antsoha
Ambalasatrana;Antsoha
Andilana;Antsoha
Antsoha;Antsoha
Ambohitsara Nord;Antsoha
Antanjano;Antsoha
Ankiririky Nord;Antsohihy
Antafiantsivakina;Antsohihy
Ambalakida;Antsohihy
Ankiririky Sud;Antsohihy
Haute Ville;Antsohihy
Ankidondo;Antsondrodava
Tondrolo;Antsondrodava
Andranovorikolo;Antsondrodava
Antsondrodava;Antsondrodava
Andramy;Antsondrodava
Antanambao;Antsoso
Faravato;Antsoso
Ambatombano;Antsoso
Antsoso;Antsoso
Antolotrandro;Antsoso
Antanibe;Arivonimamo I
Ankeniheny;Arivonimamo I
Kianja;Arivonimamo I
Miadamanjaka;Arivonimamo I
Soanierana;Arivonimamo I
Saromilanja;Arivonimamo I
Arivonimamo Avaratra;Arivonimamo I
Arivonimamo Afovoany;Arivonimamo I
Manankasina;Arivonimamo I
Tsarahonenana;Arivonimamo I
Morafeno Atsimo;Arivonimamo I
Andranomena;Arivonimamo I
Mangatany;Arivonimamo I
Ambohimahavony;Arivonimamo II
Kianjanarivo;Arivonimamo II
Antsahavory;Arivonimamo II
Vatolaivy;Arivonimamo II
Ambodifarihy;Arivonimamo II
Ankalalahana;Arivonimamo II
Betafo;Arivonimamo II
Ialaroa;Arivonimamo II
Ambohipeno;Arivonimamo II
Amby;Arivonimamo II
Mangarano;Arivonimamo II
Mahadonga;Arivonimamo II
Sambaikoarivo;Arivonimamo II
Ambohitrinilahy;Arivonimamo II
Ambohijatovo;Arivonimamo II
Antanetilava;Arivonimamo II
Antanety Est;Arivonimamo II
Manerinerina;Arivonimamo II
Ambaralamba Nord;Arivonimamo II
Ambaralamba Sud;Arivonimamo II
Antanetikely;Arivonimamo II
Ambatomanana;Avaratsena
Mahavanona;Avaratsena
Avaratrimanarina;Avaratsena
Antanetimboahangy;Avaratsena
Ankodondona;Avaratsena
Malaza;Avaratsena
Avaratsena;Avaratsena
Sahalemaka;Avaratsena
Iaborao;Basibasy
Maharihy;Basibasy
Andohasakoa;Basibasy
Marolinta;Basibasy
Basibasy;Basibasy
Bemoka;Basibasy
Ampasilava;Basibasy
Adabomalinika;Basibasy
Tsiloakarivo;Basibasy
Behombe;Beahitse
Agnena Centre;Beahitse
Ankaratihy;Beahitse
Ambatomainty;Beahitse
Ranoabo Haut;Beahitse
Ankasy I;Beahitse
Ankilibeharitse;Beahitse
Bevala;Beahitse
Ankilitoka;Beahitse
Ranoabo Nord;Beahitse
Ranoabo Sud;Beahitse
Sainta;Beahitse
Marovotse;Beahitse
Beahitse Centre;Beahitse
Agnena Sud;Beahitse
Analasarotse;Beahitse
Belamoty Nord;Beahitse
Belamoty Sud;Beahitse
Talimbola;Beahitse
Ankilindrehamelo;Beahitse
Marosaho;Beahitse
Besely;Beahitse
Marofototse;Beahitse
Befingotra;Bealampona
Ambodipont;Bealampona
Andratamarina;Bealampona
Anjavibe;Bealampona
Beahipisaka;Bealampona
Bealampona;Bealampona
Beanjavidy;Bealampona
Andasibe Mahaverika;Bealampona
Antanambao;Bealanana
Marofamara;Bealanana
Antsiradava;Bealanana
Ambalavelombe;Bealanana
Antambato;Bealanana
Ambatoria Ouest;Bealanana
Antanambola;Bealanana
Andilandalina;Bealanana
Anandrobato;Bealanana
Antanagnivo;Bealanana
Beangezoka;Bealanana
Bepaka;Bealanana
Antetikala;Bealanana
Ambinanindrano;Bealanana
Marolambo;Bealanana
Ambodihitsakintsana;Bealanana
Ambodisatrana Est;Bealanana
Antanimanga;Bealanana
Bealanana IIi;Bealanana
Bealanana I;Bealanana
Ambalatany;Bealanana
Bealanana II;Bealanana
Anja Sud;Beampombo I
Andranoboaky;Beampombo I
Sakaharo Ouest;Beampombo I
Tafia Marovala;Beampombo I
Beampombo I;Beampombo I
Antanimary;Beampombo I
Anja Nord;Beampombo I
Beampombo II;Beampombo II
Mahazoarivo;Beampombo II
Andriamero;Beampombo II
Iaborano Nord;Beampombo II
Manera;Beampombo II
Antsiradava II;Beanana
Bekarangy;Beanana
Antsiradava I;Beanana
Ampasika Mahasoa;Beanana
Marogoro;Beanana
Ampananganana;Beanana
Andraratranina;Beandrarezona
Amberivery;Beandrarezona
Ankisaka Nord;Beandrarezona
Ambodisatrana;Beandrarezona
Beandrarezona II;Beandrarezona
Beandrarezona I;Beandrarezona
Marovato;Beandrarezona
Ereteke;Beantake
Anontsy;Beantake
Mikaikarivo;Beantake
Ankililaza;Beantake
Besatra;Beantake
Ankiliarivo;Beantake
Beantake;Beantake
Ankotoboke Soarano;Beantake
Ampasindava;Beantake
Befaha;Beantake
Anjambalo;Beantake
Bebaboka Sud;Bebaboky Sud
Tsamandira;Bebaboky Sud
Amberobe;Bebaboky Sud
Bereketa;Bebaboky Sud
Onara;Bebaboky Sud
Bemokotra Nord;Bebaboky Sud
Andrafiamivony;Bebaboky Sud
Andranoboka;Bebaboky Sud
Bedidy;Bedidy
Ambaito;Bedidy
Morarano;Bedidy
Antsapandrano;Bedidy
Anosiala;Bedidy
Marofody;Bedidy
Anosimiarina;Bedidy
Ambohimandroso II;Bedidy
Bevato;Befandefa
Andavadoaka;Befandefa
Tampolove;Befandefa
Ambatomilo;Befandefa
Ambohitsabo;Befandefa
Ambalorao;Befandefa
Lamboara;Befandefa
Vatoavo;Befandefa
Befandefa;Befandefa
Kotapike;Befandefa
Tsararivotra II;Befandriana Nord
Fiadanana;Befandriana Nord
Mahatsinjo;Befandriana Nord
Ambatolahy;Befandriana Nord
Ampilokely;Befandriana Sud
Andranoteraka;Befandriana Sud
Manoy;Befandriana Sud
Betsingilo;Befandriana Sud
Bekimpay;Befandriana Sud
Betaimbala;Befandriana Sud
Befandriana Sud;Befandriana Sud
Lohosy;Befandriana Sud
Bevantaza;Befasy
Menarandra;Befasy
Tanandava;Befasy
Lavaravy Tsiamaliha;Befasy
Lohena;Befasy
Soarano Bekininy;Befasy
Antevamena;Befasy
Andranomamy;Befasy
Beleo;Befasy
Ambahivahibe;Befasy
Misokitse;Befasy
Befasy;Befasy
Vohitsambo Andrefana;Befeta
Ambalatiaray;Befeta
Tsimialonjafy;Befeta
Tsimanarirazana;Befeta
Tsimanavakavaka;Befeta
Isahy Tangimaso;Befeta
Iasana;Befeta
Ambinda;Befeta
Befody;Befody
Ambohimilanja;Befody
Ambodinambalo;Befody
Analamarina I;Befody
Andrambotsivelezina;Befody
Ampasimbola II;Befody
Ambodipaiso;Befody
Ambohipeno;Befody
